# output_snr_2048.txt
21	21	99	0.051	0.952408	0.9755	0.9691	177985
56	53	240	0.101	0.913597	0.9731	0.9090	456164
174	92	354	0.200	0.896059	0.9657	0.5668	586714
442	174	624	0.300	0.852948	0.9788	0.5427	1284495
345	154	687	0.400	0.756389	0.9883	0.6543	1010232
791	319	1088	0.500	0.684766	0.9907	0.6797	1659664
753	137	793	0.600	0.800722	0.9895	0.3612	1796134
1003	40	354	0.700	0.865058	0.9916	0.2103	526654
1346	69	440	0.748	0.808878	0.9945	0.2850	638066
